id;id_network;short_indicator;indicator;dimension;theme;sub_theme;Type_Impact;Type_Indicators;system_based_classification;System_Units;spatial_representation;Ideal;monitor;Pillar
18;564;Tight electricians-electronics;Tightness indicator Electricians and electronics mechanics;Quality of Life;Labour;Employment rate;Here and now, Later;;;;Regional;Growth;8_Duurzame;Economic
21;565;Tight production manager;Tightness indicator Production managers industry and construction;Quality of Life;Labour;Employment rate;Here and now, Later;;;;Regional;Growth;8_Duurzame;Economic
20;566;Unemployment;Unemployment;Quality of Life;Labour;Employment rate;Here and now;;;;City;Growth;2_BWMRA;Economic
4;567;Gross employment;Gross employment;Quality of Life;Labour;Employment rate;Here and now;Strategic;System Condition;Population;City;Growth;5_EVMRA;Economic
63;568;Sustainable jobs;Sustainable jobs;Quality of Life;Labour;Distribution-Labour-;Here and now, Later;;Value Creation ;Units;;Sustainability;1_StaatVDS;Economic
25;569;Social assistance - sustainability edu.;Number of people in unemployment or social assistance in region with an education related to sustainable jobs;Quality of Life;Labour;Unemployment;Here and now, Later;;;;Regional;Growth;8_Duurzame;Economic
11;570;Sustainability jobs AMS;Number of sustainability jobs in Amsterdam             ;Quality of Life;Labour;Employment rate;Here and now, Later;;;;City;Growth;8_Duurzame;Economic
164;571;Tension indicator labor market;Tension indicator labor market;Quality of Life;Labour;Unemployment;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Economic
162;572;Potential labor force ;Potential labor force by year, age group and forecast;Quality of Life;Labour;Labour force;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Economic
69;573;Unemployment;Unemployment;Quality of Life;Labour;Employment rate;Here and now;;Adverse Outcome;Population;;Equal opp;6_RMBW;Economic
2;574;Unemployed benefits;Number of unemployment benefits (ww);Quality of Life;Labour;Unemployment;Here and now;;;;City;Equal opp;8_Duurzame;Economic
60;575;Employed persons;Total employed persons;Quality of Life;Labour;Employment rate;Here and now;;System Condition;People;;Growth;1_StaatVDS;Economic
15;576;Self-employed per businesses;Share of self-employed persons in total business establishments   ;Quality of Life;Labour;Employment rate;;;;;City;Growth;8_Duurzame;Economic
20;577;Tight machine fitters;Tightness indicator Machine fitters;Quality of Life;Labour;Employment rate;Here and now, Later;;;;Regional;Growth;8_Duurzame;Economic
19;578;Tight electrical engine.;Tightness indicator Electrical engineers;Quality of Life;Labour;Employment rate;Here and now, Later;;;;Regional;Growth;8_Duurzame;Economic
2;579;Hours worked;Hours worked;Quality of Life;Labour;Hours worked;Here and now;Strategic;System Condition;Time;City;Growth;5_EVMRA;Economic
23;580;Social assistance;Number of persons on unemployment benefit and social assistance in region;Quality of Life;Labour;Unemployment;Here and now;;;;Regional;Equal opp;8_Duurzame;Economic
24;581;Social assistance - sustainability exp - 1;Number of people on unemployment or social assistance in region with work experience in the sustainability sector;Quality of Life;Labour;Unemployment;Here and now, Later;;;;Regional;Growth;8_Duurzame;Economic
22;582;Tight technicians construction-nature;Tightness indicator Technicians in construction and nature;Quality of Life;Labour;Employment rate;Here and now, Later;;;;Regional;Growth;8_Duurzame;Economic
17;583;Tight sustainable professions;Tightness indicator sustainabile professions                                     ;Quality of Life;Labour;Employment rate;Here and now, Later;;;;Regional;Growth;8_Duurzame;Economic
14;584;Job satisfaction;Job satisfaction (employees);Quality of Life;Labour;Subjective;Here and now;Strategic;System Condition;Index;;Equal opp;6_RMBW;Economic
8;585;Labor force employees;Labor force - employees;Quality of Life;Labour;Employment rate;Here and now;Strategic;System Condition;Population;City;Growth;5_EVMRA;Economic
70;586;Poverty risk self-employed;Poverty risk self-employed persons;Quality of Life;Labour;Employment rate;Here and now;;Adverse Outcome;Population;;Equal opp;6_RMBW;Economic
73;587;labor force;labor force;Quality of Life;Labour;Distribution-Labour-;Here and now, Later;;System Condition;Population;;Growth;6_RMBW;Economic
62;588;Sustainable jobs rate;Employment rate in sustainability jobs ;Quality of Life;Labour;Distribution-Labour-;Here and now, Later;;Value Creation ;People;;Sustainability;1_StaatVDS;Economic
1;589;Employment rate;Employment rate;Quality of Life;Labour;Employment rate;Here and now;Strategic;System Condition;Population;City;Growth;5_EVMRA;Economic
159;590;Labor participation;Net labor participation ;Quality of Life;Labour;Labour force;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Economic
;591;No of listed monuments and sites;No of listed monuments and sites;Quality of Life;Land and Ecosystems ;Landscape quality;Here and now;;;;;Better admin;9_SDGs;Environmental
;592;No of listed monuments and sites;No of listed monuments and sites;Quality of Life;Land and Ecosystems ;Landscape quality;Here and now;;;;;Better admin;10_DBoom;Environmental
190;593;Hobbies Activities;Hobbies Activities;Quality of Life;Work Life Balance;Time use;Here and now;;System Condition;People;Neighborhood;Together;1_StaatVDS;Social
13;594;Culture children;culture for children;Quality of Life;Work Life Balance;Time use;Here and now;;Value Creation ;People;;Equal opp;4_Stadsdonut;Social
198;595;Sports limitations-Corona;Limitation on practicing sports due corona;Quality of Life;Work Life Balance;Sports;Here and now;;Adverse Outcome;People;Neighborhood;Safety;1_StaatVDS;Social
197;596;New Sports-Corona;New sports during corona;Quality of Life;Work Life Balance;Sports;Here and now;;System Condition;People;Neighborhood;Safety;1_StaatVDS;Social
55;597;Sports activities;Sports - Sports activities;Quality of Life;Work Life Balance;Cultural;Here and now;;System Condition;Units;Neighborhood;Together;1_StaatVDS;Social
189;598;Satisfaction IO;Satisfaction indoor outdoor with leisure activities;Quality of Life;Work Life Balance;Subjective-Leisure;Here and now;;System Condition;People;Neighborhood;Freedom;1_StaatVDS;Social
191;599;Membership Associations;Membership Associations and Organizations;Quality of Life;Work Life Balance;Time use;Here and now;;System Condition;People;Neighborhood;Together;1_StaatVDS;Social
195;600;Membership Sports;Membership Sport Associations;Quality of Life;Work Life Balance;Sports;Here and now;;System Condition;People;Neighborhood;Together;1_StaatVDS;Social
12;601;Satisfaction leisure;Satisfaction with leisure;Quality of Life;Work Life Balance;Time use;Here and now;Strategic;Value Creation ;Population;;Freedom;6_RMBW;Social
193;602;Nightlife-Cultural;Nightlife-Cultural;Quality of Life;Work Life Balance;Cultural;Here and now;;System Condition;People;Neighborhood;Together;1_StaatVDS;Social
196;603;Weekly sports;Weekly sports;Quality of Life;Work Life Balance;Sports;Here and now;;System Condition;People;Neighborhood;Together;1_StaatVDS;Social
206;604;Holidays year;Holidays year;Quality of Life;Work Life Balance;Time use;Here and now;;System Condition;People;City;Equal opp;1_StaatVDS;Social
54;605;Sports weekly;Sports - Sports per week;Quality of Life;Work Life Balance;Cultural;Here and now;;System Condition;Units;Neighborhood;Together;1_StaatVDS;Social
3;606;Travel time commuting;Travel time commuting;Quality of Life;Work Life Balance;Time use;Here and now;;;;City;Equal opp;2_BWMRA;Social
49;607;Leisure Associations;Leisure activities - Associations;Quality of Life;Work Life Balance;Time use;Here and now;;System Condition;Units;Neighborhood;Together;1_StaatVDS;Social
194;608;Visits entertainment;Visits entertainment;Quality of Life;Work Life Balance;Cultural;Here and now;;System Condition;People;Neighborhood;Together;1_StaatVDS;Social
47;609;Leisure Hobbies;Leisure activities - Hobbies;Quality of Life;Work Life Balance;Time use;Here and now;;System Condition;Units;Neighborhood;Together;1_StaatVDS;Social
203;610;Social media usage;Social media usage;Quality of Life;Work Life Balance;Time use;Here and now;;System Condition;People;City;Together;1_StaatVDS;Social
119;611;Physical activity;people that meet excercise guidelines;Quality of Life;Work Life Balance;Sports;Here and now;;System Condition;People;City;Safety;1_StaatVDS;Social
192;612;Membership Library;Membership Library;Quality of Life;Work Life Balance;Time use;Here and now;;System Condition;People;Neighborhood;Together;1_StaatVDS;Social
48;613;Leisure Entertainment;Leisure activities - Type entertainment;Quality of Life;Work Life Balance;Time use;Here and now;;System Condition;Units;Neighborhood;Together;1_StaatVDS;Social
;614;Satisfaction road safety;Satisfaction road safety;Quality of Life;Transport;Subjective-Mobility;Here and now;;;;;Growth;10_DBoom;Social
;615;Cycling city score;Cycling city score;Quality of Life;Transport;Transport;Here and now;;;;;Better admin;9_SDGs;Social
99;616;satisfaction biking ;satisfaction with biking in the city;Quality of Life;Transport;Transport;Here and now;;;;City;Sustainability;1_StaatVDS;Social
;617;Road deaths and injuries;Road deaths and injuries;Quality of Life;Transport;Transport;Here and now;;;;;Safety;9_SDGs;Social
;618;Satisfaction bicycle use;Satisfaction bicycle use;Quality of Life;Transport;Subjective-Mobility;Here and now;;;;;Freedom;9_SDGs;Social
;619;Car ownership;Car ownership;Quality of Life;Transport;Transport;Here and now;;;;;Growth;9_SDGs;Social
;620;Road deaths and injuries;Road deaths and injuries;Quality of Life;Transport;Transport;Here and now;;;;;Safety;10_DBoom;Social
;621;Satisfaction public transport;Satisfaction public transport;Quality of Life;Transport;Subjective-Mobility;Here and now;;;;;Growth;10_DBoom;Social
176;622;Stadpas;;Quality of Life;Transport;Transport;Here and now;;System Condition;Households;;Equal opp;1_StaatVDS;Social
;623;Trips per mode;Trips per mode;Quality of Life;Transport;Transport;Here and now;;;;;Growth;9_SDGs;Social
;624;Other transportation accidents;Other transportation accidents involving an injured bicyclist;Quality of Life;Transport;Transport;Here and now;;;;;Safety;11_BBV;Social
93;625;Electric car ownership;Electric car ownership;Quality of Life;Transport;Transport;Here and now, Later;;;;City;Sustainability;1_StaatVDS;Social
29;626;inbound-outbound commute;inbound-outbound commute;Quality of Life;Transport;Transport;Here and now;;System Condition;Index;City;Growth;5_EVMRA;Social
100;627;Bike parking capacity ;Bicycle parking capacity ;Quality of Life;Transport;Transport;Here and now;;System Condition;Index;Neighborhood;Sustainability;1_StaatVDS;Social
12;628;Public transport;Public transport rating;Quality of Life;Transport;Transport;Here and now;;System Condition;Index;;Sustainability;4_Stadsdonut;Social
11;629;Trips bicyle;Trips bicyle;Quality of Life;Transport;Transport;Here and now;;System Condition;Index;;Sustainability;4_Stadsdonut;Social
;630;Cycling city score;Cycling city score;Quality of Life;Transport;Transport;Here and now;;;;;Better admin;10_DBoom;Social
6;631;Accessibility;Accessibility;Quality of Life;Transport;Accessibility;Here and now;;;;City;Equal opp;2_BWMRA;Social
98;632;Satisfaction bicycle parking;Satisfaction bicycle parking capacity;Quality of Life;Transport;Transport;Here and now;;System Condition;Index;City;Sustainability;1_StaatVDS;Social
;633;Transport poverty;Transport poverty;Quality of Life;Transport;Transport;Here and now;;;;;Equal opp;10_DBoom;Social
92;634;Daily trips;daily trips;Quality of Life;Transport;Transport;Here and now;;System Condition;Units;City;Sustainability;1_StaatVDS;Social
;635;Satisfaction road safety;Satisfaction road safety;Quality of Life;Transport;Subjective-Mobility;Here and now;;;;;Growth;9_SDGs;Social
;636;Transport poverty;Transport poverty;Quality of Life;Transport;Transport;Here and now;;;;;Equal opp;9_SDGs;Social
50;637;Car ownership;Mobility - car ownership;Quality of Life;Transport;Transport;Here and now;;System Condition;Units;Neighborhood;Growth;1_StaatVDS;Social
179;638;Compensation for additional public transport;;Quality of Life;Transport;Transport;Here and now;;System Condition;Households;;Equal opp;1_StaatVDS;Social
95;639;Use commercial shared cars;Use commercial shared cars;Quality of Life;Transport;Transport;Here and now;;;;City;Sustainability;1_StaatVDS;Social
;640;Hospitalization motor vehicle traffic accident;Hospitalization after motor vehicle traffic accident;Quality of Life;Transport;Transport;Here and now;;;;;Safety;11_BBV;Social
97;641;Bicycle use;Bicycle use;Quality of Life;Transport;Transport;Here and now;;Value Creation ;Units;City;Sustainability;1_StaatVDS;Social
16;642;Shared cars NL;Shared cars in the Netherlands;Quality of Life;Transport;Transport;Here and now;;;Population;City;Sustainability;7_Klimaat;Social
45;643;Passengers Schiphol;Number passengers at Schiphol;Quality of Life;Transport;Transport;Here and now;;Resource Flow;Population;City;Growth;5_EVMRA;Social
;644;Satisfaction bicycle use;Satisfaction bicycle use;Quality of Life;Transport;Subjective-Mobility;Here and now;;;;;Freedom;10_DBoom;Social
94;645;Number motorcycle;Registered mototcycle;Quality of Life;Transport;Transport;Here and now;;System Condition;Units;City;Sustainability;1_StaatVDS;Social
;646;Satisfaction public transport;Satisfaction public transport;Quality of Life;Transport;Subjective-Mobility;Here and now;;;;;Growth;9_SDGs;Social
13;647;Electric driving;Electric driving;Quality of Life;Transport;Transport;Here and now, Later, Elsewhere;;Value Creation ;Lenght;City;Sustainability;7_Klimaat;Social
46;648;Flights per year;Total flights per year;Quality of Life;Transport;Transport;Here and now;;Resource Flow;Population;City;Growth;5_EVMRA;Social
91;649;Transport modes;Modes of transport from, to and within Amsterdam;Quality of Life;Transport;Transport;Here and now;;System Condition;Units;City;Sustainability;1_StaatVDS;Social
96;650;Rating public transport;Rating public transport;Quality of Life;Transport;Transport;Here and now;;System Condition;Index;City;Sustainability;1_StaatVDS;Social
13;651;Loss time traffic jams;Loss of time due to traffic jams and delays;Quality of Life;Transport;Transport;Here and now;Project outcome;Adverse Outcome;Time;;Equal opp;6_RMBW;Social
178;652;Free public transport;;Quality of Life;Transport;Transport;Here and now;;System Condition;Households;;Equal opp;1_StaatVDS;Social
;653;Shared cars;Shared cars;Quality of Life;Transport;Transport;Here and now;;;;;Sustainability;9_SDGs;Social
;654;Electric vehicles;Electric vehicles;Quality of Life;Transport;Transport;Here and now, Later;;;;;Sustainability;9_SDGs;Social
;655;Electric vehicles;Electric vehicles;Quality of Life;Transport;Transport;Here and now, Later;;;;;Sustainability;10_DBoom;Social
;656;Shared cars;Shared cars;Quality of Life;Transport;Transport;Here and now;;;;;Sustainability;10_DBoom;Social
;657;Car ownership;Car ownership;Quality of Life;Transport;Transport;Here and now;;;;;Growth;10_DBoom;Social
;658;Trips per mode;Trips per mode;Quality of Life;Transport;Transport;Here and now;;;;;Growth;10_DBoom;Social
;659;Overweight;Overweight;Quality of Life;Health;Obesity;Here and now;;;;;Safety;10_DBoom;Social
8;660;overweight;overweight;Quality of Life;Health;Obesity;Here and now;Tactical;Adverse Outcome;Population;;Safety;6_RMBW;Social
118;661;Overweight;people with overweight;Quality of Life;Health;Obesity;Here and now;;Adverse Outcome;People;Neighborhood;Safety;1_StaatVDS;Social
;662;Overweight;Overweight;Quality of Life;Health;Obesity;Here and now;;;;;Safety;9_SDGs;Social
1;663;Overweight;Overweight;Quality of Life;Health;Obesity;Here and now;;Adverse Outcome;People;;Safety;4_Stadsdonut;Social
20;664;Domestic Violence;Domestic Violence;Quality of Life;Safety;Crime;Here and now;;Adverse Outcome;People;;Safety;4_Stadsdonut;Social
23;665;Feel unsafe neigh.;Often feel unsafe in the neighbourhood;Quality of Life;Safety;Crime;Here and now;Tactical;Adverse Outcome;Population;;Safety;6_RMBW;Social
231;666;Suspects crime (residence);Suspects crime (residence);Quality of Life;Safety;Crime;Here and now;;System Condition;People;Neighborhood;Safety;1_StaatVDS;Social
;667;No reported crimes;No reported crimes;Quality of Life;Safety;Crime;Here and now;;;;;Safety;10_DBoom;Social
232;668;Young Halt referral;Young Halt referral;Quality of Life;Safety;Crime;Here and now;;System Condition;People;Neighborhood;Safety;1_StaatVDS;Social
;669;Homicide;Homicide;Quality of Life;Safety;Crime;Here and now;;;;;Safety;9_SDGs;Social
;670;Referrals Halt;Referrals Halt;Quality of Life;Safety;Suspects-prisioners;Here and now;;;;;Safety;11_BBV;Social
24;671;Crime Victimhood;Crime Victimhood;Quality of Life;Safety;Crime;Here and now;Project outcome;Adverse Outcome;Population;;Safety;6_RMBW;Social
19;672;Victim crime;Victim of crime;Quality of Life;Safety;Crime;Here and now;;Adverse Outcome;People;;Safety;4_Stadsdonut;Social
;673;Youth with juvenile probation;Youth with juvenile probation;Quality of Life;Safety;Crime;;;;;;Safety;11_BBV;Social
;674;Organized crime;Organized crime;Quality of Life;Safety;Crime;Here and now;;;;;Safety;9_SDGs;Social
217;675;Street lit;Street lit;Quality of Life;Safety;Crime;Here and now;;System Condition;People;Neighborhood;Safety;1_StaatVDS;Social
233;676;Domestic violence;Domestic violence;Quality of Life;Safety;Safety;Here and now;;System Condition;Units;City;Safety;1_StaatVDS;Social
;677;Risk of flooding;Risk of flooding;Quality of Life;Safety;Natural hazards;Here and now, Later;;;;;Safety;9_SDGs;Social
;678;No reported crimes;No reported crimes;Quality of Life;Safety;Crime;Here and now;;;;;Safety;9_SDGs;Social
230;679;Suspects crime (commited);Suspects crime (commited);Quality of Life;Safety;Crime;Here and now;;System Condition;People;Neighborhood;Safety;1_StaatVDS;Social
;680;Impairment physical integrity;Impairment physical integrity;Quality of Life;Safety;Crime;Here and now;;;;;Safety;9_SDGs;Social
229;681;Crimes;Total crimes ;Quality of Life;Safety;Crime;Here and now;;System Condition;Units;Neighborhood;Safety;1_StaatVDS;Social
15;682;Victimization of crime;Victimization of crime;Quality of Life;Safety;Crime;Here and now;;;;City;Safety;2_BWMRA;Social
225;683;Insecurity perception;Insecurity perception;Quality of Life;Safety;Safety;Here and now;;System Condition;Index;Neighborhood;Safety;1_StaatVDS;Social
;684;Shop lifting;Shop lifting;Quality of Life;Safety;Crime;Here and now;;;;;Safety;11_BBV;Social
24;685;Feelings of unsafety;Feelings of unsafety;Quality of Life;Safety;Perceived safety;Here and now;;;;City;Safety;2_BWMRA;Social
;686;Organized crime;Organized crime;Quality of Life;Safety;Crime;Here and now;;;;;Safety;10_DBoom;Social
234;687;Digital security;Digital security;Quality of Life;Safety;Safety;Here and now;;System Condition;People;City;Safety;1_StaatVDS;Social
;688;DestructionAndDamage ;Destruction and damage (in public areas);Quality of Life;Safety;Crime;Here and now;;;;;Safety;11_BBV;Social
;689;Homicide;Homicide;Quality of Life;Safety;Crime;Here and now;;;;;Safety;10_DBoom;Social
;690;Risk of flooding;Risk of flooding;Quality of Life;Safety;Natural hazards;Here and now, Later;;;;;Safety;10_DBoom;Social
;691;Thefts from home;Thefts from home;Quality of Life;Safety;Crime;Here and now;;;;;Safety;11_BBV;Social
;692;Juveniles with delinquency in court;Juveniles with delinquency in court;Quality of Life;Safety;Suspects-prisioners;;;;;;Safety;11_BBV;Social
;693;Hard core youths;Hard core youths;Quality of Life;Safety;Suspects-prisioners;Here and now;;;;;Safety;11_BBV;Social
;694;Impairment physical integrity;Impairment physical integrity;Quality of Life;Safety;Crime;Here and now;;;;;Safety;10_DBoom;Social
224;695;Safety Index;Safety Index;Quality of Life;Safety;Safety;Here and now;;System Condition;Index;Neighborhood;Safety;1_StaatVDS;Social
;696;Violent crime;Violent crime;Quality of Life;Safety;Crime;Here and now;;;;;Safety;11_BBV;Social
;697;Satisfaction facilities;Satisfaction facilities;Quality of Life;Subjective Well-Being;Satisfaction built-enviroment;Here and now;;;;;Better admin;10_DBoom;Social
;698;Satisfaction living environment;Satisfaction living environment;Quality of Life;Subjective Well-Being;Satisfaction built-enviroment;Here and now;;;;;Better admin;10_DBoom;Social
;699;Feelings of unsafety;Feelings of unsafety;Quality of Life;Subjective Well-Being;Satisfaction built-enviroment;Here and now;;;;;Safety;9_SDGs;Social
;700;Feelings of unsafety;Feelings of unsafety;Quality of Life;Subjective Well-Being;Satisfaction built-enviroment;Here and now;;;;;Safety;10_DBoom;Social
;701;Satisfaction facilities;Satisfaction facilities;Quality of Life;Subjective Well-Being;Satisfaction built-enviroment;Here and now;;;;;Better admin;9_SDGs;Social
37;702;Life satis-Ams. Admin.;Life satisfaction - The Amsterdam administration;Quality of Life;Subjective Well-Being;Life satisfaction;Here and now;;System Condition;Index;;Better admin;1_StaatVDS;Social
227;703;City degradation;City degradation;Quality of Life;Subjective Well-Being;Satisfaction built-enviroment;Here and now;;System Condition;Index;Neighborhood;Safety;1_StaatVDS;Social
3;704;Control own life;Experienced control over one's own life;Quality of Life;Subjective Well-Being;Life satisfaction;Here and now;Strategic;System Condition;Index;;Equal opp;6_RMBW;Social
;705;Satisfaction living environment;Satisfaction living environment;Quality of Life;Subjective Well-Being;Satisfaction built-enviroment;Here and now;;;;;Better admin;9_SDGs;Social
29;706;Life satis--Friends;Life satisfaction (Friends and Aquaitances);Quality of Life;Subjective Well-Being;Family/Friends;Here and now;;System Condition;Index;;Freedom;1_StaatVDS;Social
213;707;Neigh. Satisfaction;Neighborhood satisfaction;Quality of Life;Subjective Well-Being;Life satisfaction;Here and now;;System Condition;Index;Neighborhood;Safety;1_StaatVDS;Social
;708;Living situation index;Living situation index;Quality of Life;Subjective Well-Being;Life satisfaction;Here and now;;;;;Equal opp;10_DBoom;Social
215;709;Experienced Neigh. Development;Experienced Neighborhood. Development;Quality of Life;Subjective Well-Being;Satisfaction built-enviroment;Here and now;;System Condition;People;Neighborhood;Safety;1_StaatVDS;Social
34;710;Life satis-Ams. society;Life satisfaction - Amsterdam society;Quality of Life;Subjective Well-Being;Life satisfaction;Here and now;;System Condition;Index;;Equal opp;1_StaatVDS;Social
28;711;Life satis--current life;Life satisfaction ( the life you are living right now);Quality of Life;Subjective Well-Being;Life satisfaction;Here and now;;System Condition;Index;;Equal opp;1_StaatVDS;Social
21;712;Low income no control life;Low income - No self life control;Quality of Life;Subjective Well-Being;Life satisfaction;Here and now;;Adverse Outcome;People;;Equal opp;4_Stadsdonut;Social
216;713;Satisfaction city maintenance;Satisfaction city maintenance;Quality of Life;Subjective Well-Being;Satisfaction built-enviroment;Here and now;;System Condition;Units;Neighborhood;Safety;1_StaatVDS;Social
;714;Living situation index;Living situation index;Quality of Life;Subjective Well-Being;Life satisfaction;Here and now;;;;;Equal opp;9_SDGs;Social
2;715;Well-being Index;Personal Well-being Index;Quality of Life;Subjective Well-Being;Life satisfaction;Here and now;Strategic;System Condition;Index;;Equal opp;6_RMBW;Social
16;716;Control over own life;Control over own life;Quality of Life;Subjective Well-Being;Life satisfaction;Here and now;;;;City;Freedom;2_BWMRA;Social
1;717;Satisfaction life;Satisfaction with life;Quality of Life;Subjective Well-Being;Life satisfaction;Here and now;Strategic;System Condition;Index;;Equal opp;6_RMBW;Social
27;718;Happiness;Happiness;Quality of Life;Subjective Well-Being;Happiness;Here and now;;System Condition;Index;Neighborhood;Freedom;1_StaatVDS;Social
218;719;Satisfaction neigh. Facilities;Satisfaction neigh. Facilities;Quality of Life;Subjective Well-Being;Satisfaction built-enviroment;Here and now;;System Condition;Index;Neighborhood;Safety;1_StaatVDS;Social
9;720;Social connection;Social city conneciton;Quality of Life;Social Connections;Generalised trust;Here and now;;Value Creation ;People;;Together;4_Stadsdonut;Social
123;721;WMO;People who use the facilities under Social Support Act (WMO);Quality of Life;Social Connections;Bridging social capital;Here and now;;System Condition;People;City;Together;1_StaatVDS;Social
238;722;Hemp farms;Hemp farms;Quality of Life;Social Connections;Generalised trust;Here and now;;System Condition;Units;City;Safety;1_StaatVDS;Social
;723;Satisfaction public services;Satisfaction public services;Quality of Life;Social Connections;Generalised trust;Here and now;;;;;Better admin;10_DBoom;Social
;724;Satisfaction public services;Satisfaction public services;Quality of Life;Social Connections;Generalised trust;Here and now;;;;;Better admin;9_SDGs;Social
;725;Concern about nature and climate;Concern about nature and climate;Quality of Life;Social Connections;Generalised trust;Here and Now, Elsewhere;;;;;Sustainability;10_DBoom;Social
235;726;Unexplained house purchases;Unexplained house purchases;Quality of Life;Social Connections;Generalised trust;Here and now;;System Condition;Units;City;Safety;1_StaatVDS;Social
237;727;Jewelers (undermining);Jewelers (undermining);Quality of Life;Social Connections;Generalised trust;Here and now;;System Condition;Units;City;Safety;1_StaatVDS;Social
124;728;WLZ;People who use the facilities under Long-term Care Act (WLZ);Quality of Life;Social Connections;Bridging social capital;Here and now;;System Condition;People;City;Together;1_StaatVDS;Social
10;729;Neigh.rating;Neighbourhood rating;Quality of Life;Social Connections;Generalised trust;Here and now;Tactical;System Condition;Index;Neighborhood;Equal opp;4_Stadsdonut;Social
236;730;Taxi companies (undermining);Taxi companies (undermining);Quality of Life;Social Connections;Generalised trust;Here and now;;System Condition;Units;City;Safety;1_StaatVDS;Social
;731;Concern about nature and climate;Concern about nature and climate;Quality of Life;Social Connections;Generalised trust;Here and Now, Elsewhere;;;;;Sustainability;9_SDGs;Social
33;732;Life satis-Dutch society;Life satisfaction - Dutch society;Quality of Life;Social Connections;Life satisfaction;Here and now;;System Condition;Index;;Equal opp;1_StaatVDS;Social
5;733;Tap water quality;Tap water quality;Quality of Life;Water;Water quality;Here and now;;System Condition;Amount substance;;Safety;4_Stadsdonut;Environmental
208;734;Interest in politics;Interest in politics;Social Capital;Institutional;Trust in institutions;Here and now;;System Condition;People;City;Better admin;1_StaatVDS;Social
154;735;HBO-WO institutions;HBO-WO institutions;Social Capital;Institutional;Distribution-Institutions;Here and now;;System Condition;Building Units;City;Equal opp;1_StaatVDS;Social
22;736;Turnout  municipal;Turnout  municipal elections;Social Capital;Institutional;Voter turnout;Here and now;;Value Creation ;People;;Together;4_Stadsdonut;Social
78;737;Trust rule law;Trust in the rule of law;Social Capital;Institutional;Trust in institutions;Here and now, Later;;Value Creation ;Index;;Better admin;6_RMBW;Social
;738;Discrimination;Discrimination;Social Capital;Institutional;Social justice;Here and now;;;;;Equal opp;10_DBoom;Social
;739;Discrimination;Discrimination;Social Capital;Institutional;Social justice;Here and now;;;;;Equal opp;9_SDGs;Social
90;740;Cooperation agreements;Cooperation agreements;Social Capital;Institutional;Partnerships;Here and now;;;;City;Growth;8_Duurzame;Social
18;741;Participation-accountability;Participation and accountability;Social Capital;Institutional;Trust in institutions;Here and now;Strategic;Value Creation ;Index;National;Better admin;6_RMBW;Social
210;742;Trust institutions;Trust in institutions;Social Capital;Institutional;Trust in institutions;Here and now;;System Condition;People;City;Better admin;1_StaatVDS;Social
21;743;Development norms-values;Development of norms and values;Social Capital;Institutional;Global social capital;Here and now;Strategic;Value Creation ;Index;;Together;6_RMBW;Social
92;744;Stage Social returns;Stages in the fulfilment of social return obligations;Social Capital;Institutional;Global social capital;Here and now;;;;City;Growth;8_Duurzame;Social
13;745;Turnout in elections;Turnout in elections;Social Capital;Institutional;Voter turnout;Here and now;;;;City;Together;2_BWMRA;Social
91;746;Social returns;Extent of social return obligations;Social Capital;Institutional;Global social capital;Here and now;;;;City;Growth;8_Duurzame;Social
77;747;Governance effective;Effectiveness of government governance;Social Capital;Institutional;Global social capital;Here and now, Later;;Value Creation ;Index;;Better admin;6_RMBW;Social
;748;Discrimination incidents;Discrimination incidents;Social Capital;Institutional;Social justice;Here and now;;;;;Freedom;9_SDGs;Social
207;749;Voting CE-HR-PE;Valid votes in the provincial Council elections and house of representatives, parliamentary elections;Social Capital;Institutional;Voter turnout;Here and now;;Value Creation ;People;Neighborhood;Better admin;1_StaatVDS;Social
;750;Experienced discrimination;Experienced discrimination;Social Capital;Institutional;Social justice;Here and now;;;;;Freedom;10_DBoom;Social
209;751;Voting intention;Voting intention;Social Capital;Institutional;Voter turnout;Here and now;;System Condition;People;City;Better admin;1_StaatVDS;Social
;752;Discrimination incidents;Discrimination incidents;Social Capital;Institutional;Social justice;Here and now;;;;;Freedom;10_DBoom;Social
38;753;Life satis-government;Life satisfaction - The government;Social Capital;Institutional;Trust in institutions;Here and now;;System Condition;Index;;Better admin;1_StaatVDS;Social
;754;Experienced discrimination;Experienced discrimination;Social Capital;Institutional;Social justice;Here and now;;;;;Freedom;9_SDGs;Social
23;755;Turnout parliamentary;Turnout  parliamentary;Social Capital;Institutional;Voter turnout;Here and now;;Value Creation ;People;;Together;4_Stadsdonut;Social
1;756;Population growth;Population growth across time;Social Capital;Demography ;Demographics;Here and now;;System Condition;People;Neighborhood;Growth;1_StaatVDS;Social
2;757;Migration cause;Migration cause (background) ;Social Capital;Demography ;Demographics;Here and now;;System Condition;People;Neighborhood;Equal opp;1_StaatVDS;Social
3;758;Mortality;Mortality;Social Capital;Demography ;Demographics;Here and now;;System Condition;People;Neighborhood;Growth;1_StaatVDS;Social
4;759;Migration background;Migration background;Social Capital;Demography ;Demographics;Here and now;;System Condition;People;Neighborhood;Equal opp;1_StaatVDS;Social
